client_id,age,gender,employment_status,annual_income,debt_to_income_ratio,financial_knowledge_score,investment_goals,risk_appetite,investment_horizon_years,dependents,preferred_asset_classes,savings_rate,net_worth
4cd86984-86dc-44ad-b053-56db8ac39b9f,59,Other,Retired,72774.37,0.39,8,Wealth Accumulation,Low,15,3,"['Real Estate', 'Mutual Funds']",0.18,155821.04
36b7211f-1437-4487-a913-145148720790,50,Male,Self-Employed,69638.52,0.19,4,Home Purchase,High,16,1,"['Stocks', 'Mutual Funds']",0.17,215917.73
e1c73a71-3f8e-43c5-8219-838336fca258,55,Other,Self-Employed,72338.35,0.14,10,Retirement,Low,20,3,"['ETFs', 'Stocks']",0.25,565966.29
7a8441b9-02b9-476a-9884-796417b2c2aa,47,Other,Unemployed,59177.23,0.59,4,Wealth Accumulation,Medium,9,3,"['Real Estate', 'Bonds']",0.26,200426.72
3590a3a8-58a1-4054-a9be-866a427cd760,34,Male,Salaried,97221.38,0.56,7,Wealth Accumulation,Low,20,2,"['Real Estate', 'Bonds']",0.07,929769.74
e1e83efd-00f7-4589-a65a-eb1e4e385c3a,60,Other,Retired,74440.19,0.31,9,Wealth Accumulation,High,26,2,"['Stocks', 'Mutual Funds']",0.18,474709.03
7f09b5c8-6c1d-4464-80de-c0bf8fcabcd1,56,Female,Salaried,59162.26,0.36,7,Home Purchase,Medium,20,3,"['Stocks', 'Mutual Funds']",0.11,322116.68
bb28fbec-42e7-403c-a720-603ad46536c8,54,Female,Retired,97554.5,0.37,7,Retirement,Medium,25,3,"['ETFs', 'Real Estate']",0.24,370757.02
c56beadc-bf47-4951-96de-3b75874906b7,43,Male,Self-Employed,84103.73,0.36,4,Retirement,Low,12,3,"['ETFs', 'Real Estate']",0.1,822951.58
468a6e18-9a1b-4258-83eb-848daa659bb0,43,Female,Self-Employed,57802.96,0.32,7,Education,Low,9,2,"['Real Estate', 'Stocks']",0.14,284177.86
21475e61-9991-4507-9cd2-d22aec477d95,61,Male,Unemployed,49972.03,0.48,3,Retirement,High,23,0,"['Bonds', 'Real Estate']",0.27,288906.25
677a986d-3c12-47aa-b69a-a66b965810a8,50,Male,Salaried,47050.61,0.14,1,Retirement,Medium,23,3,"['Stocks', 'Mutual Funds']",0.27,140739.33
546aef9b-2515-4a8c-a9f0-e7ed3d1a08ae,48,Male,Salaried,104203.3,0.52,1,Home Purchase,Low,17,2,"['Mutual Funds', 'Stocks']",0.14,730376.24
dcfac45f-f10d-4b80-9fd2-1b7bd77ee669,27,Other,Self-Employed,115008.74,0.14,9,Retirement,Medium,21,0,"['Real Estate', 'ETFs']",0.22,1030434.7
5cc781b8-7b17-40a1-8a5e-829b43b455ff,57,Other,Unemployed,69107.97,0.5,8,Retirement,Low,22,3,"['Stocks', 'Real Estate']",0.3,457595.08
02620e7a-f22a-4373-9de6-1272231bda21,50,Other,Salaried,142425.63,0.48,9,Wealth Accumulation,Low,10,0,"['ETFs', 'Stocks']",0.16,294865.41
9388aa5a-b4c6-4690-b0be-92bcfbf70fed,31,Other,Unemployed,68848.26,0.49,8,Retirement,Low,25,3,"['Stocks', 'Real Estate']",0.25,587374.82
43d7c245-5842-4ab4-a1fa-1f2c5264ab83,41,Female,Unemployed,80131.62,0.52,3,Retirement,Medium,20,3,"['ETFs', 'Bonds']",0.2,488251.87
f047ff75-7934-4cef-b000-127abac6cd2c,64,Other,Salaried,66014.25,0.14,1,Home Purchase,Medium,4,2,"['ETFs', 'Stocks']",0.26,429590.49
7d27625e-cf52-4cd2-aea4-0ca9dd7e1d72,57,Other,Salaried,85653.86,0.29,4,Home Purchase,Medium,6,3,"['Real Estate', 'Bonds']",0.19,532645.46
02fb428e-4169-43f9-b571-457e9d7c9f64,49,Male,Salaried,56142,0.22,5,Wealth Accumulation,High,17,1,"['Bonds', 'Mutual Funds']",0.08,395375.94
25b8f012-cbfb-49b3-b645-3574365f22bf,27,Female,Unemployed,39558.28,0.57,3,Wealth Accumulation,Low,21,3,"['Stocks', 'Real Estate']",0.1,336426.49
601e114d-50c5-4754-9414-113edc5235a5,60,Other,Unemployed,61316.53,0.44,4,Education,Medium,22,1,"['Real Estate', 'Bonds']",0.21,354713.22
977fe56c-5b48-4639-8626-2826b7b79078,46,Female,Retired,78743.87,0.12,10,Education,Medium,20,3,"['Stocks', 'Bonds']",0.15,284437.02
9deb1800-6f24-43de-bbbf-c615f35490b4,62,Other,Salaried,73419.73,0.3,6,Home Purchase,Medium,29,0,"['Bonds', 'Real Estate']",0.08,727712.44
a9c53b52-3265-4a44-94b5-426451bda4a9,36,Female,Self-Employed,103574.73,0.53,1,Home Purchase,Medium,16,0,"['ETFs', 'Mutual Funds']",0.22,442610.16
9c88279d-488c-40a6-8144-8c55714938aa,52,Other,Retired,65318.21,0.53,3,Education,Medium,28,3,"['Bonds', 'Stocks']",0.09,155670.03
14371a7c-5b48-4dca-9618-ee8d6d9086a0,32,Male,Unemployed,72253.77,0.51,6,Wealth Accumulation,High,13,3,"['Bonds', 'Real Estate']",0.15,276955.7
5a8348df-b40b-4623-b76c-460a469cbf4c,26,Male,Self-Employed,62027.92,0.41,5,Home Purchase,Medium,20,0,"['Mutual Funds', 'ETFs']",0.28,399354.01
ae56b535-0f7f-46b9-b7fa-2be4917c2a4b,39,Male,Salaried,74878.44,0.28,2,Education,Low,15,3,"['Mutual Funds', 'Stocks']",0.22,567152.36
e8e19b7b-f5f9-40cf-978c-86154c1cd782,29,Male,Retired,100567.57,0.26,5,Home Purchase,Low,21,0,"['Real Estate', 'Mutual Funds']",0.25,813187.78
b0bdaa4b-e598-4642-818a-f8805612414b,37,Male,Self-Employed,40276.91,0.41,9,Wealth Accumulation,Low,3,0,"['Bonds', 'Mutual Funds']",0.15,359151.85
5fe961b5-2dd2-4a78-95bd-92adc4213a30,34,Female,Self-Employed,93020.43,0.21,2,Wealth Accumulation,Low,28,2,"['Bonds', 'Mutual Funds']",0.19,812799.32
db843384-8e7d-42b2-af95-4fd900c0da3d,50,Male,Self-Employed,53574.63,0.32,8,Home Purchase,Medium,29,1,"['Stocks', 'Mutual Funds']",0.26,225880.52
6f8f74e4-60b7-418c-bac1-0b1180af1038,58,Female,Unemployed,69022.73,0.54,9,Wealth Accumulation,Medium,8,0,"['Mutual Funds', 'Bonds']",0.2,626051.96
4288b020-b0f2-4e1e-b72f-f39355bacb9f,29,Other,Unemployed,26770.15,0.49,2,Retirement,Low,6,1,"['Bonds', 'Real Estate']",0.19,219552.77
888556b4-7140-4c37-a433-630f252cba8f,38,Female,Retired,94702.19,0.4,3,Education,Medium,16,1,"['Bonds', 'Stocks']",0.13,738668.8
23db374c-333d-4a6d-88fd-3c984e608103,44,Other,Self-Employed,124768.61,0.45,8,Education,Medium,11,2,"['Mutual Funds', 'Bonds']",0.12,510993.22
50096593-1ef2-4daa-97c5-4817fc5df887,27,Female,Self-Employed,81427.09,0.37,7,Home Purchase,Low,15,1,"['Stocks', 'ETFs']",0.17,654169.96
bd56ef48-70c8-43e9-88ba-812df9e0f9d9,64,Other,Salaried,80809.37,0.36,9,Wealth Accumulation,Medium,22,1,"['Real Estate', 'Mutual Funds']",0.26,625912.59
e5eb2076-a472-4ccc-8493-c6e9b433cd66,55,Female,Self-Employed,64877.26,0.39,5,Education,Medium,15,1,"['Real Estate', 'ETFs']",0.3,230061.8
637370fd-d6db-4f56-bcc7-a6b67adf411e,60,Female,Unemployed,77481.44,0.42,6,Education,Medium,16,0,"['Real Estate', 'Stocks']",0.14,563381.03
03ce788a-988d-47d8-80d8-58c82a1c5cf8,50,Male,Unemployed,117096.93,0.57,8,Wealth Accumulation,Medium,21,2,"['Mutual Funds', 'ETFs']",0.23,580008.23
feaa3875-ae7c-4ee2-a95e-a0523e8bbee5,55,Other,Self-Employed,46911.82,0.47,9,Education,Low,3,0,"['Stocks', 'Bonds']",0.26,281054.17
389f0812-3bbb-4d2d-857f-c2d2692b95dc,28,Female,Unemployed,99468.44,0.42,9,Education,Low,16,2,"['Stocks', 'ETFs']",0.21,257857.12
dfa777de-a7ad-4cb2-a202-178ce7bed401,54,Female,Unemployed,77924.11,0.24,2,Home Purchase,Medium,8,1,"['ETFs', 'Mutual Funds']",0.26,289043.02
d9e5492e-cd66-44ee-998d-060fc75fccf5,56,Female,Retired,83081.16,0.26,10,Home Purchase,Low,6,1,"['ETFs', 'Bonds']",0.17,616823.58
87d4905d-5e75-41cd-829b-a02891ff46b6,46,Male,Retired,58906.43,0.3,8,Retirement,Low,26,3,"['Real Estate', 'Stocks']",0.24,493001.58
5fee61c2-4991-4d81-9818-129b9f529472,44,Male,Salaried,128146.71,0.52,5,Retirement,Low,8,0,"['Stocks', 'Bonds']",0.23,586507.75
c138c3f2-dcd5-4660-877e-2fb4de68b0e6,44,Other,Retired,47014.38,0.2,6,Education,Medium,18,1,"['Mutual Funds', 'Bonds']",0.19,461143.96
5aad2d7f-6b0d-414e-b987-70b5c289e4f8,49,Male,Retired,51624.05,0.28,8,Retirement,Medium,18,1,"['Mutual Funds', 'Real Estate']",0.28,379265.2
e985da7b-c7a6-42e0-8d11-c6c0e815cde2,52,Female,Unemployed,49784.17,0.44,5,Retirement,Medium,29,3,"['Real Estate', 'Bonds']",0.22,226554.31
7aaea69d-4381-4333-ac6e-9b4bbbbccd9a,28,Male,Self-Employed,117486.07,0.23,8,Wealth Accumulation,Medium,18,3,"['Real Estate', 'ETFs']",0.16,327677.27
ba19c7fb-272e-46f7-8c19-409b24d64287,33,Female,Retired,45310.82,0.55,10,Retirement,Medium,26,3,"['Bonds', 'ETFs']",0.11,347569.26
64f1793e-a39d-49fb-8a7c-1e15986e361a,41,Other,Unemployed,109635.29,0.21,10,Wealth Accumulation,Medium,22,0,"['Real Estate', 'Stocks']",0.24,581818.49
16ef7230-bdcb-404f-b79e-b5ccd9d02cb0,62,Other,Self-Employed,86125.18,0.56,3,Education,High,25,2,"['Stocks', 'ETFs']",0.22,788895.77
45895e3d-9fcc-482b-bb38-740fd826dace,47,Female,Retired,107788.27,0.21,1,Wealth Accumulation,Medium,24,1,"['ETFs', 'Mutual Funds']",0.28,622571.32
f31b456a-b64c-4e58-b748-eb5865e4c8bd,28,Male,Salaried,139054.22,0.49,7,Wealth Accumulation,Low,26,1,"['Mutual Funds', 'ETFs']",0.19,1069881.31
46d2e15f-9749-4c3d-b75c-bbe987f9a671,34,Male,Unemployed,95519.92,0.25,3,Retirement,Medium,12,1,"['Bonds', 'ETFs']",0.17,413764.67
0ff38b11-75b4-47a9-90c9-ec212f73a9aa,53,Other,Unemployed,91128.44,0.54,3,Education,Low,15,0,"['Stocks', 'Bonds']",0.2,740976.72
83294dd2-a296-4075-a9c8-1e16e452f12f,33,Other,Unemployed,111554.31,0.51,9,Retirement,Low,8,1,"['Stocks', 'ETFs']",0.17,1077502.33
b836398f-a235-48c9-904a-f8a8edec2807,31,Male,Retired,77283.17,0.46,2,Retirement,Medium,26,1,"['Mutual Funds', 'Stocks']",0.22,592632.3
b0afc599-9b25-4c46-9ebd-f9609ffb13c1,41,Female,Unemployed,67644.73,0.19,1,Wealth Accumulation,High,5,2,"['Bonds', 'ETFs']",0.1,169179.17
5a175eb3-15f0-4a93-8e89-751f06c6c005,43,Male,Unemployed,90692.78,0.15,1,Wealth Accumulation,Low,18,3,"['Bonds', 'Mutual Funds']",0.16,853408
fb501a30-98bf-45a6-9c3d-5a5268169d6a,61,Other,Unemployed,96209.22,0.38,1,Wealth Accumulation,Medium,23,0,"['Mutual Funds', 'Bonds']",0.05,229774.29
6d912962-3e31-4bfb-b144-fcd0828b5ece,37,Other,Unemployed,40072.07,0.29,7,Education,Low,20,0,"['Bonds', 'ETFs']",0.07,341534.03
585a5f8d-28de-4e58-b0f5-f0f4cc703dd8,39,Female,Self-Employed,43000.74,0.32,7,Education,High,20,1,"['ETFs', 'Real Estate']",0.23,339137.73
8a98741b-1078-41d8-9309-6d2cbc55f107,61,Male,Salaried,82750.03,0.27,9,Education,Medium,22,2,"['ETFs', 'Mutual Funds']",0.13,689757.88
a712b520-72e4-42ee-88ba-db800a589631,54,Other,Retired,125324.19,0.44,10,Home Purchase,Medium,18,2,"['Bonds', 'ETFs']",0.24,638756.9
2dc5a63d-61ec-4f04-96ce-29bebc4f22d0,60,Other,Unemployed,68132.75,0.26,10,Home Purchase,Medium,7,1,"['Bonds', 'Stocks']",0.12,392468.22
ff3bc641-9d8c-4376-9c2f-091dcf8c152d,63,Male,Self-Employed,95532.36,0.34,4,Wealth Accumulation,Low,9,2,"['Real Estate', 'Mutual Funds']",0.09,403534.28
886d4853-d1c0-4ffb-913c-f3ad865cfa4c,64,Male,Self-Employed,97001.18,0.29,4,Home Purchase,Medium,8,2,"['Real Estate', 'Stocks']",0.27,679393.35
c22b4a3d-43d8-462d-979c-7f9ea188886d,34,Male,Salaried,42124.57,0.37,2,Education,Medium,27,1,"['Bonds', 'Mutual Funds']",0.05,101001.6
78e3be27-601a-4049-a7b4-526ae3a2d640,55,Male,Unemployed,31921.48,0.3,10,Retirement,Low,18,1,"['ETFs', 'Real Estate']",0.26,237932.05
27f7d87a-4484-474d-b54f-cdabbfa1f3c4,49,Female,Self-Employed,54490.55,0.32,3,Home Purchase,Low,15,0,"['Mutual Funds', 'Stocks']",0.25,324430.01
186db7f2-44e6-4a8a-ab42-69b8af359fdd,47,Male,Retired,82236.74,0.15,8,Home Purchase,Medium,18,0,"['Stocks', 'Real Estate']",0.06,241190.67
9573714c-55ee-4171-998f-23d8e8815f56,49,Male,Unemployed,62660.83,0.14,3,Wealth Accumulation,Medium,6,0,"['Mutual Funds', 'Bonds']",0.24,300806.24
7ecd223f-b115-4b26-b56c-9439f33d0299,42,Male,Salaried,70309.6,0.13,8,Wealth Accumulation,Low,4,0,"['Real Estate', 'ETFs']",0.11,185444.38
ffacd1a6-092c-4d8a-a1c4-8a6a3afdc6ff,25,Other,Salaried,100344.92,0.52,7,Education,Low,16,3,"['Mutual Funds', 'Bonds']",0.11,227549.45
f1d3ba04-57a5-492a-af40-05de7b4315da,27,Male,Self-Employed,52428.66,0.37,8,Home Purchase,Medium,27,3,"['Real Estate', 'Stocks']",0.29,144814.24
0e80499a-2011-4c40-9791-7be9500c8b69,57,Female,Unemployed,31144.83,0.15,2,Retirement,Medium,4,1,"['Stocks', 'ETFs']",0.23,218174.21
823a5393-159b-4815-b8db-9540f28702d0,41,Male,Retired,67135.32,0.3,7,Wealth Accumulation,Low,28,1,"['Stocks', 'ETFs']",0.21,212242.49
e05fd309-94b8-4e0e-a324-b3af071d021a,37,Male,Retired,116434.83,0.46,9,Wealth Accumulation,Medium,14,1,"['Stocks', 'Bonds']",0.29,251936.27
da818f11-1223-4e73-a37b-a6d9928a1ddf,43,Male,Self-Employed,65238.12,0.38,8,Wealth Accumulation,Low,16,0,"['Real Estate', 'Stocks']",0.07,387388.57
4854af42-f60d-48af-bf60-0c8a705d7636,61,Female,Self-Employed,36913.53,0.47,9,Wealth Accumulation,High,6,2,"['ETFs', 'Real Estate']",0.25,257829.92
6e445ffa-d516-41ef-94b0-c6a0f1deeb28,53,Male,Salaried,52888.27,0.1,8,Education,Medium,23,3,"['Stocks', 'ETFs']",0.2,450778.25
180916cc-1b1e-453b-8d82-ff728e70cbfb,38,Male,Unemployed,81951.76,0.41,10,Wealth Accumulation,Medium,6,1,"['Stocks', 'Mutual Funds']",0.27,632436.65
fe40e8d6-b06e-45b9-88b1-0db5700d578a,38,Female,Salaried,59587.4,0.38,1,Retirement,High,27,0,"['ETFs', 'Mutual Funds']",0.22,519817.31
ae863f55-c388-4f28-92fa-a2fd5504b14e,57,Female,Salaried,102264.55,0.22,4,Wealth Accumulation,Low,3,2,"['Stocks', 'Mutual Funds']",0.28,940300.79
ecb4e7f4-cc4f-4a0f-89a5-e9d8ca3584f7,25,Other,Unemployed,116782.87,0.27,7,Wealth Accumulation,Medium,6,1,"['Mutual Funds', 'ETFs']",0.08,743288.22
3885edcc-0ff7-42d7-bd80-976466f40c74,40,Male,Unemployed,71962.65,0.11,4,Home Purchase,Medium,19,1,"['Bonds', 'Stocks']",0.1,355936.22
274dbbb3-d0d3-4c52-84c0-24d9ed48947a,46,Other,Salaried,97536.16,0.22,9,Education,Low,9,2,"['ETFs', 'Bonds']",0.24,458477.3
5504d680-7cac-43fe-8774-73b6cd38b4c4,52,Male,Self-Employed,50997.3,0.55,8,Education,Medium,10,0,"['Bonds', 'Real Estate']",0.06,363968.42
800d0c8e-67cb-4423-b23b-a486d2c15f31,49,Other,Salaried,47304.38,0.38,2,Wealth Accumulation,High,15,2,"['Real Estate', 'ETFs']",0.07,123584.37
404618d6-bcdc-4efc-8971-bd4475e86a8b,30,Female,Self-Employed,56805.21,0.5,2,Education,Medium,19,1,"['Stocks', 'ETFs']",0.08,299985.45
abbaa3c6-308d-4d3a-8e50-4d103fb1b64b,41,Female,Salaried,72274.41,0.39,10,Wealth Accumulation,High,17,1,"['Mutual Funds', 'Real Estate']",0.26,387086.71
8066c621-21b8-4cc4-876d-e921d9c2258c,40,Other,Salaried,96627.23,0.38,6,Wealth Accumulation,High,4,1,"['Bonds', 'ETFs']",0.13,390271.7
001914da-50b2-463e-a059-c5b70764d9b3,32,Male,Unemployed,86987.89,0.34,4,Retirement,Low,26,0,"['ETFs', 'Stocks']",0.27,365148.46
b67294a8-ddf6-41e4-a688-60b5b7a3d1a2,30,Male,Self-Employed,91997.81,0.58,9,Wealth Accumulation,Low,25,2,"['Bonds', 'Real Estate']",0.24,472658.66
400ca84d-86fb-4e2d-9887-051f668843c2,53,Male,Unemployed,87401.09,0.49,3,Home Purchase,Medium,21,2,"['Bonds', 'Real Estate']",0.08,190220.3
f15cae67-0bb3-4d56-b04b-df5a215ab080,55,Other,Self-Employed,52022.28,0.38,2,Education,Low,20,1,"['ETFs', 'Bonds']",0.25,447833.78
d07b4ebd-9405-4f9a-ab0c-63938ed0b3ea,46,Female,Salaried,47218.46,0.53,7,Education,Medium,24,0,"['Bonds', 'ETFs']",0.24,415549.86
507feaa6-43e0-4331-9c3e-190aa6bcada4,31,Other,Unemployed,76549.59,0.41,5,Wealth Accumulation,High,17,0,"['ETFs', 'Stocks']",0.24,388396.05
271982c7-98a2-420f-b59c-5f2256801e58,63,Female,Salaried,56245.93,0.18,8,Education,Medium,6,1,"['Bonds', 'Real Estate']",0.17,120869.97
879cd92d-0319-402d-9b0d-e82be0c2db55,45,Female,Retired,61955.98,0.3,8,Home Purchase,Low,28,3,"['Real Estate', 'ETFs']",0.09,466690.64
5e91e3bb-b491-4420-aa90-0afbd952a28b,31,Male,Unemployed,50695.68,0.32,9,Wealth Accumulation,Low,27,0,"['Bonds', 'Stocks']",0.14,266608.62
5219b7e4-5316-477d-a6c8-ae9378de61b3,64,Other,Retired,109760.71,0.46,9,Home Purchase,Medium,14,1,"['ETFs', 'Real Estate']",0.17,1069612.45
f0783738-55da-445e-8baa-cae6271f9fec,55,Female,Unemployed,83403.78,0.45,9,Home Purchase,Medium,27,3,"['Real Estate', 'Stocks']",0.19,682027.92
fbcd4548-4dd6-4261-8247-f77a009c88aa,31,Male,Salaried,82359.72,0.4,6,Home Purchase,High,25,0,"['Bonds', 'Real Estate']",0.09,715691.78
f3f9339b-d92d-4eb8-8383-7b12a5d90695,29,Female,Retired,90433.08,0.25,7,Home Purchase,Medium,19,3,"['Mutual Funds', 'Stocks']",0.16,430609.3
c20c3a47-9c27-4994-a93b-4a9a8505f34d,28,Female,Self-Employed,64874.23,0.29,9,Wealth Accumulation,Medium,22,2,"['Mutual Funds', 'Stocks']",0.27,295828.4
682ec551-b45f-4571-8e60-c136b4e5c61c,42,Other,Self-Employed,88912.48,0.29,6,Education,Medium,12,3,"['Bonds', 'Mutual Funds']",0.16,397251.48
fae4b5b1-4b42-49be-bc90-6d7ee69b9a89,45,Other,Self-Employed,38599.92,0.24,7,Retirement,Low,5,0,"['Stocks', 'ETFs']",0.27,245254.84
357e9b0f-e15e-41a9-86a5-e82e65995301,56,Other,Salaried,104668.79,0.57,2,Wealth Accumulation,High,26,1,"['Bonds', 'ETFs']",0.13,769888.32
b2467ec8-7b89-421b-a408-46df34c8495c,62,Female,Unemployed,64708.85,0.36,4,Education,Medium,24,0,"['Stocks', 'Real Estate']",0.06,583368.63
2cb00f70-39c7-4bc7-a351-8ef3e02270e1,25,Female,Self-Employed,105448.16,0.34,10,Education,Medium,14,3,"['ETFs', 'Mutual Funds']",0.23,436126.63
8f40430a-a565-4eab-9652-0dead376a937,31,Male,Unemployed,109663.78,0.43,1,Retirement,Low,26,2,"['ETFs', 'Real Estate']",0.28,704889.37
57176a0c-84bb-40d2-9a8e-601cf515de25,34,Other,Unemployed,80783.75,0.45,6,Wealth Accumulation,Low,20,0,"['Bonds', 'Real Estate']",0.07,269356.51
d4b14314-8c1d-456a-aacb-1dd0c37ae674,57,Male,Salaried,87396.6,0.36,2,Home Purchase,Medium,18,0,"['Bonds', 'Real Estate']",0.16,277241.87
c17334ed-2e2e-4f30-b80c-ee74d83400af,61,Other,Self-Employed,77667.77,0.45,5,Wealth Accumulation,Low,4,1,"['ETFs', 'Real Estate']",0.06,741223.25
71d62fd3-ffb5-4955-b246-4fcd18eb7426,52,Other,Salaried,84329.32,0.32,4,Wealth Accumulation,Low,9,3,"['Stocks', 'ETFs']",0.24,331221.13
d88beed0-8660-40b7-b9b9-21373d2253f2,47,Male,Retired,95416.64,0.39,10,Retirement,Medium,21,3,"['ETFs', 'Real Estate']",0.07,778737.68
991903ae-a0f0-43e5-af39-399498fcbaab,35,Male,Salaried,80128.55,0.39,9,Retirement,Low,22,1,"['Stocks', 'Real Estate']",0.22,406583.41
3b27fe76-5650-4290-b55a-e1206fc5e1e3,35,Other,Salaried,88409.25,0.22,3,Home Purchase,Medium,12,1,"['Mutual Funds', 'ETFs']",0.25,820231.35
6bcc180c-395d-4a47-a9ef-7390b92af87b,61,Female,Unemployed,88177.45,0.33,1,Education,Medium,14,3,"['Mutual Funds', 'Real Estate']",0.29,849151.4
e85a101d-5a7b-49ab-ba6a-c0a4cbc2a83e,40,Female,Unemployed,104235.35,0.6,6,Home Purchase,Medium,5,0,"['Mutual Funds', 'Real Estate']",0.27,645476.62
54234526-3093-452f-aba9-db9f23c25d8d,63,Male,Unemployed,45111.71,0.2,3,Home Purchase,Medium,29,0,"['Bonds', 'Stocks']",0.27,137035.71
5d334bcb-2223-446d-a299-03a3a60323e8,51,Other,Retired,30134.4,0.48,4,Wealth Accumulation,Medium,12,0,"['Real Estate', 'ETFs']",0.23,96289.9
0b949757-dfac-4969-8cee-c9a600005a6f,50,Other,Self-Employed,106873.03,0.45,10,Retirement,High,27,2,"['Mutual Funds', 'Stocks']",0.24,664882.53
a2acc658-95c3-4d4c-ae33-9fe1960abb65,52,Male,Retired,47860.26,0.4,6,Home Purchase,Low,11,0,"['ETFs', 'Real Estate']",0.22,261244.67
24112be7-2f85-47b9-82be-78a1ff64de7a,44,Male,Retired,72665.19,0.41,4,Home Purchase,High,20,3,"['ETFs', 'Stocks']",0.08,292123.59
e9d30ec6-47c4-419c-917a-00e2e3e875eb,63,Female,Self-Employed,48773.02,0.43,5,Wealth Accumulation,High,4,3,"['Real Estate', 'Stocks']",0.25,367462.24
8cda47a5-aaa5-4a49-a336-59164139188b,32,Male,Retired,79202.79,0.36,1,Home Purchase,Low,29,0,"['ETFs', 'Stocks']",0.16,672949.22
7a94d0cd-6231-496f-baac-8c4cec60b0dc,49,Other,Self-Employed,52891.19,0.57,3,Wealth Accumulation,Low,19,0,"['Stocks', 'Real Estate']",0.27,310347.4
0175259f-e466-48fe-a791-ef3a596bb578,45,Other,Salaried,58482.79,0.12,8,Wealth Accumulation,High,29,0,"['Mutual Funds', 'ETFs']",0.05,148220.4
985603a5-f135-4362-a550-d666bb3e8f00,58,Male,Retired,70886.65,0.56,2,Home Purchase,High,14,1,"['Stocks', 'Bonds']",0.23,245098.41
360bccdc-b5a9-4fdc-979b-4850e7d4f07b,54,Other,Unemployed,104100.98,0.49,9,Retirement,Medium,6,3,"['Mutual Funds', 'Bonds']",0.17,802878.91
50f071ab-364b-4664-a113-8e5060c64b00,57,Other,Salaried,64281.69,0.56,6,Education,Medium,27,1,"['ETFs', 'Real Estate']",0.11,444703.75
31fe9c0b-7582-4ce5-b643-5f1ee92dc556,28,Male,Retired,63876.34,0.25,6,Retirement,Low,20,1,"['Stocks', 'Real Estate']",0.12,266481.37
d0f02fbc-3030-4751-8c27-ba7af201cda4,34,Other,Self-Employed,67103.68,0.28,7,Retirement,Medium,3,0,"['Bonds', 'Mutual Funds']",0.18,523323.51
4b44a64c-6d2d-4a58-a5a8-a596707a6475,56,Other,Salaried,-10416.53,0.46,10,Education,Low,9,1,"['Real Estate', 'Bonds']",0.08,-34416.96
fdcdc1c3-9a25-4a48-b235-6688088981ab,40,Female,Retired,72137.26,0.37,8,Education,Medium,27,3,"['Bonds', 'Real Estate']",0.16,189300.12
71f6a000-704f-4bfb-a291-2893746c2c25,42,Male,Unemployed,53936.01,0.23,8,Education,Low,12,2,"['Mutual Funds', 'Bonds']",0.25,504990.28
37fec046-f3d9-495b-b4a1-be06dc1a0327,46,Female,Self-Employed,107623.71,0.11,8,Education,Low,22,2,"['Stocks', 'Mutual Funds']",0.16,833777.13
b9dbc79b-3995-4bbe-af0a-00162a796a76,29,Other,Salaried,75987.83,0.39,5,Education,High,24,3,"['Real Estate', 'ETFs']",0.2,604421.71
03e1adc2-bcbb-4970-afe9-f11edfbc2162,53,Male,Unemployed,54097.4,0.41,1,Education,Medium,10,3,"['ETFs', 'Stocks']",0.06,479568.57
4e433962-6048-416e-9bf2-d6c15c31a188,29,Female,Self-Employed,105792.54,0.38,8,Wealth Accumulation,High,23,0,"['Bonds', 'Stocks']",0.21,617643.77
7f933492-6e53-48c8-b82e-b7f9276b31b2,25,Male,Unemployed,100435.12,0.26,2,Home Purchase,Low,10,1,"['Bonds', 'Stocks']",0.1,325447.55
6e205df5-98fe-4f4d-93f7-449f039e3f37,32,Female,Unemployed,46545.35,0.52,5,Home Purchase,High,14,0,"['ETFs', 'Real Estate']",0.29,442234.42
7d2ebecd-cbdc-41fe-9940-6f6e129037a1,25,Other,Retired,60973.17,0.39,6,Education,Medium,23,3,"['Bonds', 'ETFs']",0.27,579281.18
a770ff2a-3218-4cfd-ace0-2b8e0b7cf946,50,Female,Salaried,105226.68,0.34,1,Education,Medium,23,1,"['Bonds', 'Real Estate']",0.15,426455.19
1d1b5c68-34b2-4c6e-b1d6-88d2d8ed2fbd,60,Female,Retired,47079.95,0.38,10,Wealth Accumulation,Low,9,2,"['Bonds', 'Stocks']",0.22,356685.03
02cc446b-17b7-4e83-ba9e-06d6fe7f8b8d,36,Other,Salaried,100013.42,0.16,5,Wealth Accumulation,Medium,5,3,"['ETFs', 'Bonds']",0.22,650389.4
5c5511dc-0159-444e-99d4-ae2f02236991,38,Male,Retired,58847.58,0.18,1,Home Purchase,Low,4,2,"['Stocks', 'Real Estate']",0.17,166506.25
fc14b078-c1ff-44d2-b14b-a05e509f01f3,47,Other,Retired,83852.33,0.4,5,Home Purchase,High,6,0,"['ETFs', 'Bonds']",0.2,408671.23
2d0540a7-b125-466d-ad01-c1c102ef31c5,33,Male,Unemployed,78988.14,0.47,5,Home Purchase,Medium,28,0,"['Real Estate', 'Bonds']",0.3,534779.12
229d644c-d530-459e-b5b0-523f1a01d413,54,Female,Salaried,122531.98,0.12,5,Home Purchase,High,23,2,"['ETFs', 'Mutual Funds']",0.2,475958.4
ca84cbb7-2b5d-4236-9ad9-c798261f03ad,49,Female,Retired,69866.79,0.48,8,Retirement,Low,28,3,"['Stocks', 'Real Estate']",0.25,675587.34
