client_id,recommended_strategy,forecasted_value_year_1,forecasted_value_year_2,forecasted_value_year_3
d890d60a-dbd3-434d-85e9-676f14a2170c,Aggressive,64939.25917,86108.64531,116769.118
2850af3b-9849-41de-8010-eee4ec3723af,Balanced,46599.38009,115378.6462,130241.0265
e947d2e0-d505-4294-ae13-c2b0681c9ae0,Balanced,22825.28274,45076.85134,52673.33163
beb1a6e5-0edf-44d5-8662-67c4308b55e4,Balanced,46747.88708,71508.43558,146039.7116
d27b4b62-ad6b-44a2-82a3-25420cf1ff9d,Balanced,26715.61888,48033.91156,107057.6174
705abeca-64cb-4104-abd5-d6d72d393b20,Balanced,60726.81864,68420.58008,76985.3703
4c8235c2-7891-4ec3-a88e-a77403c76507,Aggressive,28317.24624,101026.7705,117469.8743
7a54e5db-151c-4218-9cb8-927b1971a0bd,Aggressive,52015.64028,96493.70481,106641.8448
49d92f9c-b6f6-416c-86c8-0254ca8528e9,Conservative,38632.7832,85745.30716,130281.1897
e7fb3133-af89-4ad4-a387-1cbf4d149e12,Aggressive,74019.45514,127405.6132,145946.9359
ac6808f2-8f36-42d4-9ef8-21e0aa014a54,Conservative,52950.05186,132365.9938,137319.6521
1037ac76-d5a7-4b6a-abe8-57c2a3de76ed,Balanced,28484.53636,50012.03687,50258.35191
98bd893f-0bf4-44c6-b787-1e4a71dbf2b3,Balanced,69743.30147,118361.8599,131760.6647
c9d2dc2f-f61c-4c39-877c-a736aa9bdd8d,Balanced,118146.4908,131481.1201,134200.8602
4157f101-4058-44bd-91a2-5d2db20376f7,Aggressive,54221.83605,73652.24327,114229.2248
6bcbb407-7ac3-4640-b072-0cfefc08f0a8,Conservative,32913.11155,69233.1214,71448.04502
eb0c01dd-3c02-4f6a-8f88-4d1a9ab04594,Aggressive,75664.24753,76930.22531,102933.6529
c9d81a14-d8bc-4293-9cd2-11fd38d85d14,Conservative,19932.21689,109906.5472,110589.3485
22db1215-4729-451b-b5a2-01b72f53af5f,Conservative,80160.09349,80967.13862,83309.63035
1e29d1d8-853c-42ff-88cd-1f8ec3e9088e,Balanced,17947.44099,91773.16826,96012.79565
5b5ea2c0-318f-4515-abcb-b0d35588a5db,Balanced,90961.35131,116969.857,131672.205
e0c1a9c9-672a-43c9-b5f9-7314c7a0f9b6,Balanced,79452.50369,80433.65394,103500.0521
c9f7d4be-143d-442f-ab2b-6c41552546bc,Balanced,34575.2526,71261.99255,129483.4559
b12c6ceb-db8f-45f7-98cb-cddf5d0a9cfb,Balanced,50861.14863,65423.15484,74622.17593
c13cf606-380f-4752-ae76-da95c62a8841,Aggressive,76195.03651,92726.84387,146693.0417
0164a152-ab70-4637-9b85-8531e73e169b,Conservative,23512.36694,24906.02825,148260.4617
a1283c4d-4302-404a-9bb3-9e8a478cf34d,Conservative,47537.64398,141501.2832,145951.49
e518a443-e88a-4acf-92f0-1d66e829ba98,Conservative,55316.05398,78325.53794,119139.0544
dd400a4a-9844-4394-9ae3-69bc4bdc65f5,Balanced,76938.04592,78971.60544,116888.7589
90f7f45b-9b53-419c-976c-b7649da47460,Conservative,45273.02791,74250.63155,108992.7782
ee4d8154-b74b-4434-b9b0-f652ca73b4b2,Conservative,93400.37889,107034.1339,108278.1967
9011d36e-ee52-4f0c-8c60-fbed53013630,Balanced,55418.51968,81515.49061,137393.9854
53898601-4d11-4ba6-b815-938e01c68034,Balanced,57580.46472,102741.3217,130612.0105
0b657616-eff7-4d44-85fd-d1d3c1af3649,Conservative,21868.20423,66008.8638,122753.1514
f1ff885a-0e44-40fe-90bb-cd25a84d9d25,Balanced,44035.07302,93761.74419,116708.0118
6877dd3d-7393-495f-b680-67f3dd2d363f,Balanced,88205.49462,118676.4979,144553.0342
954cb3b5-1ada-42c1-b835-cb7fb515cb2b,Aggressive,52730.42223,134893.5607,149826.8634
7764c1fb-23e5-4686-a523-16e021f9c2fc,Balanced,34081.11544,54470.29217,128539.8824
730102b8-6a2a-43aa-9b93-9202fcf802f9,Aggressive,103121.2474,103312.8481,142225.1609
2f9c668c-1461-4807-839e-66614ad8b641,Balanced,42695.03729,107600.6069,121759.4781
34e2c3ef-fbfc-4f7a-abeb-1ac496014cab,Balanced,22287.87897,41074.52886,134282.4387
954733cc-b8e8-432f-ae4d-4f61c979328f,Balanced,16985.83944,38594.07825,131077.4192
1e811d2e-e47f-4611-a4ec-c1d355f5ed8f,Balanced,86423.88831,134391.0301,143133.8856
5cdb8592-47b8-4172-8e9d-9acd1b8e9b90,Balanced,20805.23244,51955.86082,108792.0871
53ab73ba-cc04-40b9-bb77-d362e9ecc9e9,Balanced,41415.62352,45676.96466,52886.5253
071025f8-7a65-4ed2-ac85-bc005b7f1bb0,Aggressive,74405.51264,114767.445,129559.1741
f43c91df-b98a-4ed4-abdc-59b9fda01cae,Balanced,22705.16636,56833.95383,95283.619
386b5fe4-43dc-4931-b7cf-6a5f60257204,Conservative,59248.63229,74171.6777,75630.30979
2adb365d-21a2-41f4-9d44-52e6663eb6c3,Balanced,50848.31489,99138.08859,117495.5256
7b92cf3d-44fe-4e12-a2fd-b13c9931716d,Aggressive,19215.45257,64801.50019,70092.41122
1b4ee655-71a3-4081-939c-2b448e22961b,Balanced,32410.2936,100223.1,106532.0174
f8e27950-22ca-43e8-9765-52828ed25375,Conservative,51098.21902,60701.27121,124731.6421
67556947-c8c9-4d95-abeb-4c4c66bef730,Balanced,21585.29268,24364.31749,37487.23751
db36330b-8305-49b1-b917-6bfe9eedc19f,Balanced,58996.24604,72123.82009,146416.5755
ce840d50-71f6-4d10-a543-59cd7f6da05d,Conservative,36287.84486,103569.753,141784.0196
349d4c74-7800-4598-9b0e-a75130cdbc81,Conservative,99445.66555,121658.4559,147779.5493
8839884b-c538-418f-a809-47e4ac7bb9f6,Aggressive,54937.32238,59812.21351,120551.7692
ad83aa29-6cef-4e4e-b9ce-aa046d2d051c,Conservative,73893.68887,81757.60111,129860.5172
f7ab46f6-8d87-4b47-ae4b-4cc7c2e5b1d5,Conservative,20738.34246,24748.95102,48639.1134
07613ba8-7f95-4a62-99f3-6a501c23fa69,Balanced,44980.6134,94219.98644,109327.5323
f0f63537-f4c1-422f-9f15-e494bfaf3d88,Balanced,67490.18429,74313.83753,88802.96685
dcb5e21d-1b5b-45b7-9be3-7ec492796a54,Balanced,49914.65225,69355.15376,97227.59027
bc8ebb2e-cb5d-469b-b965-d54cb8964d8f,Balanced,39829.55371,43091.09323,141035.338
218d77ca-f5bd-4dd8-8648-f20c3c558ff5,Balanced,34891.28652,86804.65797,107811.9742
a2d316ec-939e-4050-85e7-3bdfbcee59a2,Balanced,70632.05758,129532.0863,134681.7708
8470be02-07aa-4311-8eae-d622f0a3d153,Balanced,59224.40017,64120.75446,127023.873
08ded748-c632-4126-8361-0917d45f34b5,Aggressive,53685.27133,65170.36506,98824.86119
77124842-107d-4d7d-b58b-5da786082ad5,Aggressive,36157.99233,98115.3067,106117.7006
8381a2cb-8f5d-45d6-937f-e83e96e66ea4,Aggressive,81623.87067,85767.61324,142811.0002
fd28261e-fec0-4d65-9138-5ed68fb3969c,Conservative,36858.26339,109575.0231,149310.0835
86483fd4-7c67-436a-bb97-4e53bca4c666,Balanced,106722.6232,112762.9336,147229.2938
cce0ad36-944e-4a3e-9677-e8a12d068c14,Conservative,105258.3527,116987.6251,122243.1658
f9cc7203-54d6-4cac-aa12-10e9a25d6430,Balanced,17888.56502,136290.7218,147032.4929
f2557a54-2d98-43b9-9b01-8951caafcf2a,Balanced,29760.20165,97937.96729,100121.2182
a723cca4-f58b-466c-ba02-b65d68dfd6bd,Conservative,22777.44025,33471.82719,98678.1067
e4aa6fcd-df92-420a-ad6f-b159c37940e8,Aggressive,54363.30425,77820.97775,79247.42841
84c63881-9f08-4baa-8d98-b0a41c33c1be,Aggressive,47812.29119,62827.50493,88560.89142
eadd6a56-1cc8-4ae8-87b3-4fb6a3ebad8b,Conservative,58907.72092,83775.75811,136605.8308
988ed0f8-9276-4ef7-80bf-63446686556b,Balanced,113510.2595,135689.7243,145905.752
eeac9600-3748-4326-ae1d-ec978dcf6218,Balanced,89976.96476,127646.4377,144008.753
5a1e7ff1-6266-4128-8eed-5486bd1098a1,Balanced,71134.68441,100360.8012,117885.7485
5b99a010-beec-4a30-be8a-dfe1a66f5160,Conservative,65948.21059,85513.81828,103153.9566
cbbc2e9d-0218-4f6f-8ccc-b0b9388c0032,Aggressive,63013.35064,75817.48585,132665.8304
cdb6a5a9-dd46-4638-9b98-51fb6ad6b996,Balanced,111887.1398,132427.6878,147842.6281
434d4e7a-a5f1-4e36-9625-e23260b1de92,Conservative,96532.10952,100210.4311,128987.4871
89c70de6-0971-440d-a495-550bb5217e38,Conservative,36259.26421,39297.66379,135136.1054
5b2aa041-aede-46f1-b7cb-08c616c4f5e4,Conservative,23217.32137,23545.05423,89271.70094
deb9bc06-5184-459a-b161-a0ad06a428b8,Conservative,36456.24987,67461.10317,96107.69282
551875c5-a1f0-4d1e-a204-f0dc5c742bcc,Conservative,99059.59521,101628.8383,117559.3259
3305a54e-5c5d-41a6-8445-ecde106689bc,Conservative,63386.68209,109384.8183,143259.262
fb2a5b59-6b2a-4ed4-ad35-d46eb8fee6ae,Balanced,16671.57206,137480.2432,145954.965
55029c55-9326-41a6-8384-32460dd015cc,Conservative,45326.49332,72571.02259,72875.63199
9c71f252-d77c-40cd-b117-8267b2e7d124,Balanced,52783.99449,103951.0413,126952.886
8b64b303-acdd-4100-aa6e-df02fa90dfe9,Conservative,40584.68146,80339.57443,148136.3855
d1c98164-625c-4527-b771-8d05a0d5f9d3,Conservative,27950.98077,73220.33942,143007.9078
3c0c398a-b929-4b5e-930e-82f6be0406a8,Conservative,17699.95379,22591.63217,85728.90691
1d8d0cc0-146d-4b12-91a4-4526e860c1b3,Conservative,19669.32642,41724.72866,90433.15967
3657010a-dcfb-4000-a2a5-85fb23584465,Conservative,51437.08609,84167.369,111833.2976
959f479f-3532-4d4d-83cb-f9cf9dbe0d3c,Balanced,64547.86985,137631.568,147819.917
020adf1c-4ae9-471c-8ce6-edf434c60562,Conservative,84134.26764,87095.93752,146952.1309
4af6ff3f-4375-4f87-8602-38b2ce6488aa,Balanced,39815.60171,45343.93127,122108.159
55f4f3f0-3695-4bf3-835e-79f3e16b7c59,Aggressive,17182.50938,51157.28385,101883.1285
f75d223f-f552-4eff-bbe3-b9cd3d47dd4a,Aggressive,67329.61656,79907.82415,83010.77182
d0601354-87e1-47a5-b2c1-a8a2dc796168,Balanced,74399.51221,85162.46402,121283.4673
b946e173-8ab9-4e8b-996d-e7fd7c7e87aa,Balanced,56628.24533,87626.05791,104534.3659
52f4ad57-315a-4232-9c8a-54e6b829490d,Aggressive,16793.08587,42051.9324,133447.6141
c57bc5d2-7f1b-49b5-8ac3-60879e415452,Balanced,85273.01784,87518.33927,90866.51953
66354e82-e545-4ec7-b119-fe47fabc1e33,Balanced,21235.05023,36622.1087,140887.2986
656764aa-358f-44b4-9204-2d4e69cda5c9,Conservative,88875.87809,121952.0813,131289.5479
ae2d7846-65fc-4e46-abdd-842cc7b9e553,Aggressive,15584.65441,19770.73493,42007.95788
0b403d29-9e78-43bf-b435-f2ad76e0a56a,Aggressive,22680.1504,108421.4038,111838.9309
00e6053d-4aec-4130-8f3a-e45dddd70aba,Balanced,59350.73135,70100.18225,135353.3987
2254ab0d-c52e-4481-9766-18962f8fdc5d,Aggressive,82459.02809,108431.811,146357.6929
644e2b39-0a1d-4622-858b-dff8c66adbd3,Balanced,68914.68396,126241.6354,139739.6876
939037d4-78b5-42b4-8476-713897bb76ed,Balanced,44581.79287,86207.22593,123807.6915
441fbc93-bca9-4ce8-afe6-28150e328c95,Balanced,35543.78234,93011.44604,129042.5197
fc7d858a-5dec-418a-8549-9d6e12c71322,Balanced,65047.65804,106925.0631,143587.1552
9adfed83-38e5-47d2-a215-e1b19467bceb,Aggressive,80262.87317,85828.26356,101982.3034
60d02a62-1a2f-47f8-a21c-b402d0592979,Balanced,25787.05751,123212.5975,128860.4679
4294f2cb-d59b-48a9-a9cc-2d9795c0b675,Conservative,18390.76542,44941.17387,50735.06257
ab17d5f6-8a33-407b-8a3b-d0de14baf254,Balanced,103538.1764,118309.2108,140730.3289
f0a99697-c6bd-4457-867d-8ae1a04613ef,Conservative,26360.52092,26707.25396,147190.291
ca181cfa-da61-4cfb-b9c3-aa767a585756,Conservative,103180.9531,114193.8994,134202.765
e06ea217-41cb-4489-bf21-9e0dfb122585,Conservative,59109.91075,92401.76813,113246.2734
2e38e7b7-74ed-4916-be25-2cf62c87d2cc,Balanced,22407.85359,62013.17056,121967.462
42b79f25-8536-47ea-9630-30f2b1246e85,Aggressive,33824.12249,74156.36172,144219.2687
3e19299a-905e-41f6-8242-04984ad93a34,Balanced,83281.91476,117597.1074,138254.0926
f3467cba-b8c7-4471-812d-ce2c0f5a7851,Conservative,17909.71866,56069.63562,109306.8454
1c84bde6-daa8-4a5e-9f66-dea798fc2e5f,Balanced,35122.57402,36890.45506,77359.80169
a8d93e27-6db0-4bd0-a3b0-e76f884f451b,Balanced,15562.68413,68618.23945,127245.9311
6be9f0ef-6eeb-4a6d-aaa0-2dde4bcddaeb,Conservative,21014.4933,43014.05587,123710.6548
f3140897-49ba-4ff6-8755-d3596e04ecde,Balanced,19295.49032,61413.40649,71110.76969
bf700ac3-3f56-412a-a148-69ed048f02b1,Balanced,30778.25268,74596.24326,104056.536
294b91e6-237d-4974-9f93-4cca1bc9469f,Balanced,42493.90474,49868.21297,127098.8714
0213d633-7023-4d4e-a6ca-a5af42a2e8be,Aggressive,74829.02196,94024.67472,127877.1436
de581267-1967-4134-9ee2-2bd719b76221,Balanced,15018.23634,26730.21752,127715.2308
fd3b60d3-ff3d-4491-8a83-95dc85c308bb,Aggressive,46726.77962,66571.44843,142654.8623
e9d6c0bd-64b7-4ae1-a333-0b08561d8036,Balanced,37597.1799,53015.4801,135077.5412
6a1f7d62-ce28-4a11-a3e2-32acf1a65fc2,Balanced,52253.0711,87484.8387,100192.3088
94f9860b-2f91-4883-af50-3fa3de004148,Conservative,26439.23526,32127.18837,110922.4088
5cbbe791-92d4-4f0b-b4a0-3888a4c14494,Balanced,52992.867,65246.51592,91936.1779
c3acb116-0adb-4d8d-9fa9-62ef42f86ee0,Balanced,18074.36587,54407.58799,71737.97653
fb4127c0-0b79-4252-9bdc-84351aa20a37,Balanced,76336.45393,103338.2554,144113.0082
1c05a2db-9195-469e-b538-085227a6eae6,Conservative,40941.46535,49934.72469,139431.3232
809f1dd4-4d18-4ff2-8a44-d29f32db8f6c,Balanced,67332.87808,78134.79806,141907.6729
2d0428f3-7545-4914-938a-cb1256137eb9,Conservative,26632.83957,61436.72803,100167.7801
e8bee982-4046-4fd5-b33d-6781627b4ea4,Conservative,25631.07527,68700.69495,111659.2426
f57fe7bc-a853-4293-827f-ff70541a3c03,Balanced,67792.75266,80965.64178,148124.0282
a99f5fd2-8e44-4aa2-ac03-0c30cd62a01c,Balanced,91902.12147,95137.36258,125718.8532
4915d2d0-2cea-4e5e-b30f-1a572102cf55,Balanced,77556.42256,119823.9801,147273.5623
44b9f448-74f2-4fe5-9943-35a92c9a773f,Balanced,76777.12593,100298.7668,108198.2544
469e4b2e-92b7-40ca-89a1-825144ff488d,Balanced,138161.2063,144339.6902,148163.4673
d4e4fcd4-6f05-4ebb-995e-c7a52eb57288,Aggressive,20369.52225,42191.12071,94348.0647
8fdb765f-f570-4711-a732-f207c320d27b,Aggressive,18672.14276,38465.53058,105249.6853
fdd24917-6c87-4093-bfd5-5c1ac36c51fa,Aggressive,29358.38547,54825.01163,118849.4639
5e99efec-0415-48fc-9baa-b43297a526f6,Balanced,40555.02141,47893.58191,113912.6222
6e68ef31-6179-4cb7-9aaf-933b454785d9,Balanced,40660.38198,56870.69167,110087.9441
12936bdb-205e-4944-91c8-c25c9606454a,Aggressive,21870.62538,58181.40163,116665.5178
33190b2f-d96b-4ee2-8ebe-125f6dd65fc4,Balanced,23495.72778,24032.05371,135293.7286
d462ac32-19a2-4817-88a9-0ebb55154a1a,Balanced,107753.8599,120471.5491,132055.428
a6208361-63df-499c-8e87-71e6bbe742a9,Balanced,84170.9193,102665.8283,146582.9319
7b433460-bb15-45b7-bdd2-1eb42baaa418,Aggressive,62339.59203,87768.07593,130371.5451
eca94680-2b55-4e3e-959c-e4dab1827a77,Conservative,51932.80911,77851.40324,120945.8148
f57cefb7-3794-4613-839b-cd2cabb1840c,Balanced,78226.88975,82181.99063,107597.6033
e96f598d-896e-4172-b061-665cbab4a5a1,Balanced,98757.68929,134860.7195,140620.9883
cb6eb95e-d69b-468a-b0fa-2975333eb6a8,Balanced,104577.0945,129707.6076,129900.4792
84edde17-4830-4e2a-96c4-bd4ac3355af6,Aggressive,23644.17453,96263.09966,106223.1954
db4cd14d-45aa-4c68-8e0e-28ebe7647ab9,Conservative,17755.10508,34607.55567,70215.59106
7ff3a1c0-a89b-4894-8179-e568a43e520c,Aggressive,46100.52733,63716.41506,124441.8112
ae7bca23-21a3-42af-bd23-51f210aab069,Conservative,31321.20858,66669.38561,116956.4559
fa50b45e-1797-4a86-90a8-2a0bacb6d7c8,Conservative,15110.0166,63453.3754,108715.8049
d36b658c-c80e-40ca-b1c0-d290e070b729,Balanced,20262.21309,113651.6746,149196.81
42febbaa-b137-424a-b2b4-c4d9b2e0e915,Aggressive,48515.07438,57143.33842,128563.8522
442945f5-9f99-456e-8124-d9d08ef09227,Balanced,49534.51512,58892.33955,89892.03734
bb4b3942-5c35-41a0-85e9-3a28043b8658,Conservative,16603.78598,35207.97453,127605.2626
f8c0a036-7845-4b01-8be8-4751719fe491,Balanced,57589.91245,124831.8258,133997.8639
8757cf31-7954-4b2b-b82e-af2b0d0cd7d8,Aggressive,26753.05481,69482.64052,101803.3658
2826e53e-bd84-498a-b05a-3fbf8cf73188,Aggressive,31683.47372,78747.43866,84081.55354
0571d728-bc34-4162-afc1-721c1dc51672,Balanced,63982.11237,69368.9131,88717.93825
511fe2a5-915d-4865-a6ec-22d66e91f5c1,Balanced,68118.58085,105805.1006,132627.3133
4c43e554-432d-46c1-ab83-f2d98aff5761,Balanced,23352.27799,83950.76967,86188.42175
674d9810-3bed-4b23-83a2-76ee036d7743,Conservative,36218.00924,54317.05249,140335.0632
38e44f45-f3e2-4d20-a088-71f57ef537ed,Balanced,31827.5657,40197.7928,122068.5036
ef19c53d-e7b5-4f5a-a2c4-a80802bc40d1,Balanced,17443.9837,31047.70599,57082.26352
4b4d9d64-ce83-4994-b4d8-d60969e4bb8e,Conservative,80496.32376,128497.3115,147819.921
4369a1a8-7798-49fd-be5f-3751e930dad9,Aggressive,71472.34728,91399.09008,104267.8011
03a18795-5a96-424c-8b94-3748fb72fe80,Balanced,49949.35487,74683.10645,107019.0576
c3e804a2-40e5-49d0-9a14-d0a32d34faec,Balanced,26186.36433,50936.02487,125767.1672
9eea9174-1ac0-4ee3-bc2e-93dfb5f9b98f,Balanced,54587.55754,75549.1344,119810.867
2eb485a0-b60f-44d8-8cb5-c0967780b560,Aggressive,43751.79359,78878.44528,114536.7801
b71207b8-c28e-431f-b24d-01a925bc4618,Conservative,30783.50178,48724.30515,83087.97488
9fe2eef3-d483-497c-a6dc-f1f596cbbedb,Balanced,38570.51277,67124.25498,86660.76126
12b14b7e-61f5-4b07-95f5-0aaad20a7e6c,Conservative,100910.7182,101672.7898,119645.2646
3f5d116c-e4a3-4bd6-b637-926e9a451b74,Aggressive,17340.10929,62356.76965,97689.58213
b3dc45ac-d7cd-4ae9-a3a0-f22598486c8c,Balanced,51315.47324,137937.2093,148526.9619
0f882c80-e31e-4349-941d-a8b92d1c2acd,Conservative,68053.24113,82807.77548,91873.21612
03a3d1a2-df98-4025-bd6f-3c8dd476ca37,Conservative,84034.01653,109129.1999,126968.4974
113d9a74-7c54-466d-b67e-0e9aece501b8,Balanced,30187.55871,55908.19383,143430.3811
f48981d7-9485-4824-8151-3a5f03859373,Balanced,43908.20421,50996.89175,141993.5336
86a8b0a1-e265-497e-a82e-f2b812c2b8ad,Balanced,35273.0855,63190.64158,127883.5504
20e2daf6-306f-43bd-8dea-79aa82b30691,Conservative,71606.33072,117793.0489,130859.5842
8f1a81cd-1330-4cb3-b806-4b84974318be,Balanced,18682.56864,43159.56729,107862.6095
d9102a44-f295-4a06-a59c-265687ca805f,Conservative,34888.44157,77284.36935,126250.8577
2f315bdb-56c0-42d9-a137-e78d337279e4,Balanced,90604.92089,114869.504,115588.2853
744cebfa-b97f-4e15-ac60-f39a8f404f52,Conservative,43052.6184,44045.82039,143839.8102
62344c3d-bd17-4e9a-b98f-7e9896537ef5,Balanced,46445.31697,90721.15233,110652.2771
9eed4b6d-da44-4ae8-9ce2-e7df78882ced,Conservative,90369.13457,122940.1827,127225.3037
e25e600d-8dea-4c1e-8619-e6bd27e1ed4a,Conservative,32635.31931,76504.47192,130104.2655
5ca3dc3b-746e-49ee-aae0-0641082782e5,Conservative,77437.32641,117991.5862,125134.1334
b457cb2f-7e4c-4fe8-a54a-12a0b8f276be,Aggressive,123571.5008,125321.0562,148259.7203
4e4dedb7-0d77-41ef-a698-fcbde9455247,Balanced,30662.81822,55824.97565,122927.5408
616e20ef-74b8-4e21-b4c5-35905f93c4e2,Conservative,50239.81592,136381.4113,146157.3374
e3a9bca7-5991-43fb-8627-7711dc28ba0d,Balanced,45656.6336,61092.91084,139716.063
ca2e7dc1-ee39-443a-9938-011756a0d251,Balanced,33225.2924,34123.15614,50980.90376
e1586bdc-051b-4f51-97f2-61c5e5bc2694,Balanced,21398.48611,22063.93911,143950.9761
562ee2e1-b2b0-4fe6-a5fd-8e3be93b93a2,Balanced,23619.08069,30534.32321,109533.014
ecc974a6-78b4-4b14-88a0-41d5e27f2eb6,Balanced,34686.72959,80533.60675,120887.6508
c915b73d-dace-47fd-9ba5-d3fd3280ca4b,Balanced,59147.34493,73934.11945,134804.6461
289d653b-7b42-456c-b99b-d41968090b25,Balanced,64196.49082,82506.33519,130214.7446
d8102c6d-b089-46cf-a6a8-8107a96425c1,Conservative,15260.95073,97602.0362,122911.4197
bd03d3a0-8ea6-428a-a39d-eb4db948e4b0,Conservative,97926.55837,129827.1165,146441.5643
adc96e43-f26f-4715-b3d8-2cc3e3f79905,Balanced,72721.59208,131774.6913,144958.0687
ae6592d5-899a-41b4-b9dd-3159cd3c98d8,Conservative,63143.77917,63652.90133,66752.39241
3a6efe72-80f7-40e0-a730-c221e1a00b0b,Balanced,25676.80988,47162.09164,88270.2078
73c1ea8d-f8c0-4d41-85b8-5cfa84413541,Balanced,79267.22096,132465.8047,138732.4631
469a962d-def5-497a-88af-cdb01e146639,Balanced,97432.82134,110061.4503,124946.5685
7fba876c-81e7-42e9-97d2-17d14f8df8b8,Aggressive,36853.24026,108833.2808,148114.9742
66958af9-01bf-4470-840b-ce4466f49091,Aggressive,53451.33799,65098.93676,68023.9328
87a82161-2926-472c-aba8-01237ecfda4c,Balanced,38142.62253,59243.70955,133339.0529
2966f932-07a0-4874-8252-e201040908ec,Aggressive,64216.72401,88251.25245,93213.86252
724cb204-6e9b-4ae1-85ad-432018f9c376,Aggressive,104679.2082,124120.5824,134533.7187
66771bb0-c353-449a-ae16-f4aaf5cb685c,Balanced,97213.75695,97588.04073,127691.7751
e89b6312-5bba-4908-8e42-6925adb61c99,Aggressive,82091.16517,138159.9502,146270.6783
82d59214-9df0-4605-a8b2-d173a21e0509,Balanced,73153.76027,100739.8337,116962.4232
5d565461-1a7f-40f2-a311-db5c226e5f6a,Aggressive,43671.28634,68527.59363,73515.31764
3bc3a322-75fb-45bc-adb0-8ae9c27fba2b,Balanced,57603.80523,109424.7825,145086.1604
e951bfd4-85b1-4258-b925-d043eb9344a2,Conservative,37146.64985,82872.61118,147701.6845
c7ae8b98-5ad5-4004-a207-b176a2202010,Aggressive,17921.01051,24430.08487,80159.23487
b63e2fec-1e2d-4cf3-a51f-cc335f2de04c,Aggressive,17001.73055,45778.13101,136255.93
be3b5045-dc3b-4f50-a5e2-066832e6577e,Balanced,19903.82147,34863.69579,127969.3865
58b20a0d-e400-4938-9405-42f38a93aa61,Balanced,83956.53932,103939.5128,145003.6547
4ef4051c-e1f5-43d8-8f2f-e82a958b2d9c,Conservative,22829.67675,28556.83736,142290.7385
51593358-9c49-4934-a87b-a2d8d3b7ba08,Balanced,38410.47759,65435.87394,85634.68517
74161dd7-e541-4a39-9f29-50312f530f4b,Balanced,42133.7766,61784.76184,117274.6618
b6a5d2be-b63b-4748-ad91-46b88f5f3f23,Balanced,73045.50391,105407.7035,136521.511
fd8b6586-974d-4413-b1f4-8edcf972ad54,Balanced,23430.81212,101443.2321,131687.6882
065a2f68-8c32-4ad5-b433-2883bfeceaf6,Conservative,34420.75035,56955.1493,108707.5188
cf99c77c-a903-4f7a-96a7-c7378ac21f82,Aggressive,36842.52784,73783.41074,123369.7611
d91b0745-c123-418e-947b-f1f786c93acd,Conservative,57228.26193,65548.58991,134309.9902
3440fbc0-ab29-4417-b286-5ce74effe7db,Balanced,62636.82423,80280.19897,94671.49369
e7faf610-5980-4987-8f5b-5da274291c6e,Aggressive,29089.47199,46010.30217,96455.03216
cb7228c4-1d24-4951-9d13-69081eec51f1,Balanced,66442.50371,117468.1743,123899.0143
42ed07db-1380-45a6-9c7c-501afd03154c,Conservative,88464.50791,114813.9683,118289.3942
033cb93c-1070-4b10-8b15-d8420c4468ce,Balanced,96430.12387,108043.2799,146730.2555
3805633b-1832-416f-abfe-80f2567a7e60,Balanced,22734.94858,52320.83491,81891.12723
3b8e0344-d430-4c00-af4d-01fd50978ece,Conservative,51901.94134,79580.54557,102697.0173
2fcdbad5-ebb3-46d7-8e0b-17407aab1d35,Balanced,82618.15675,93122.76182,96142.60998
039607c1-d995-4c3d-8b65-9013dc941c6e,Balanced,65010.78482,131135.0055,134645.2432
d8d45cc8-1ab9-4e57-bd7f-6ff14ee11a17,Conservative,34501.31015,54583.89256,81016.99317
0fca680c-86e1-4b21-b640-128e78b6ebd2,Conservative,38117.70023,102822.3972,109112.078
fd301093-b602-494d-8ce5-f616166dde7f,Balanced,18886.60347,21155.45499,125779.1693
dc0750ba-66e6-415a-befd-28ab04ea19e7,Balanced,20063.6821,92092.36693,137649.7037
1c5a3049-7db2-4774-a078-4b9eccea2e61,Balanced,30082.72163,55856.90665,61159.0033
49be6a13-a14f-4ec7-9130-57609cc65819,Conservative,18458.75104,33886.41482,105168.5933
56c574a7-1647-4c6a-bfc6-59c7c42c917a,Balanced,35895.61311,48406.42555,122716.5219
3c2f599a-5ef8-4b28-a868-71745c662814,Balanced,98958.06973,103289.299,144851.5827
7b3c035a-602f-42e8-8f77-e1997aab3898,Balanced,51383.40034,83927.98937,140829.8326
08a3cca6-9280-41d1-a696-7f74189dfa2f,Balanced,82106.3125,105803.501,106515.6074
a8cf3f8f-1481-47a6-b648-bf147c73897f,Aggressive,58538.54741,77056.82178,131067.4082
64966f85-15d6-41e3-a98d-bd640808b4f3,Conservative,59020.99715,129471.9962,134021.9056
c71d508b-72cc-4586-a18a-c365b6d1bbb8,Balanced,31147.38845,137329.0013,144328.4957
4430ec20-fca8-419a-9c81-36d2feb1be27,Balanced,15332.17377,15450.51512,147145.3716
1ea5c5f2-cfc6-439a-ab30-8186d2e80747,Balanced,49477.07952,97070.81584,133025.8064
b2494e22-003c-4531-80be-e52397becb83,Balanced,16924.72241,18420.51185,119439.2249
dff49f82-a0be-4296-91fa-4ddf0ae684ed,Aggressive,52997.3633,78964.77504,79946.5044
923ae65a-fe9b-4bc7-a6e0-2f5e19301178,Balanced,44625.05797,84902.04409,97125.01283
0d2b5bf7-6d96-4d73-afd3-e5b898523aa0,Aggressive,42947.50716,77362.36971,90046.55545
